isbn_or_asin,book_title,author,publisher,published_date,utokyo_opac
4798153222,プログラマのためのDocker教科書 : インフラの基礎知識&コードによる環境構築の自動化,"阿佐,志保 山田,祥寛",翔泳社,201804,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB25926163
4814400756,生成 Deep Learning 第2版 : 絵を描き、物語や音楽を作り、ゲームをプレイする,DavidFoster 松田晃一 小沼千絵,,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08144021
4588364057,ファランの痙攣派,中村浩巳／著,法政大学出版局,19940601,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BN1101904X
4000058894,地力をつける 微分と積分,小林俊行,岩波書店,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08637856
4873117208,作ることで学ぶ : Makerを育てる新しい教育のメソッド (Make : Japan Books),"Martinez,SylviaLibow Stager,Gary 阿部,和広 酒匂,寛,1958-",オーム社,201503,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB18301234
4254131526,学習物理学入門,橋本幸士,朝倉書店,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD09317420
4910038965,創られたキリシタン像 (西南学院大学博物館研究叢書),鬼束芽依／編集,西南学院大学博物館,20240830,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD0864815X
406536678X,拷問と処刑の西洋史 2831 (講談社学術文庫),"浜本,隆志,1944-",講談社,202408,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08211537
4845913143,ラッセンとは何だったのか? : 消費とアートを越えた「先」,"原田, 裕規, 1989-,原田裕規 編著",フィルムアート社,"Fri, 8 Mar 2024 17:31:33 +0900",https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB12853522
484592322X,ラッセンとは何だったのか？［増補改訂版］,原田裕規／著・編集 石岡良治／著 上田和彦／著 大野左紀子／著 大山エンリコイサム／著 ほか,フィルムアート社,20240223,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD05757705
4535540411,データで広がる日本ワインの世界 : ワインエコノミクス入門,原田喜美枝,日本評論社,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08107535
4627084218,暗号理論入門,安永憲司,森北出版,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08525874
462130044X,多面体百科,"宮崎,興二,1940-",丸善出版,201610,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB22341130
4903474496,コンピュータグラフィックス = Computer graphics,画像情報教育振興協会,画像情報教育振興協会,201503,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BB1832415X
4839984166,大規模データセットのためのアルゴリズムとデータ構造 (Compass),DzejlaMedjedovic EminTahirovic InesDedovic ほか,マイナビ出版,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08001410
4814400853,Binary Hacks Rebooted : 低レイヤの世界を探検するテクニック89選,河田旺 小池悠生 渡邉慶一 佐伯学哉 荒田実樹,,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08563738
4764907070,統計学再入門ー科学哲学から探る統計思考の原点ー (統計スポットライト・シリーズ　 ； 第7巻),森元良太,近代科学社,,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD08558771
4910292020,言語学者、外の世界へ羽ばたく : ラッパー・声優・歌手とのコラボからプリキュア・ポケモン名の分析まで 2 (リベラルアーツコトバ双書),"川原,繁人,1980-",教養検定会議,202204,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BC14677574
462130898X,ネットワーク科学入門 : Pythonで学ぶデータ分析とモデリング,"Menczer,Filippo Fortunato,Santo Davis,ClaytonA ほか",丸善出版,202312,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD05165444
406512476X,コンパクトデータ構造 : 実践的アプローチ,"Navarro,Gonzalo,1969- 定兼,邦彦,1971-",講談社,202307,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD03221544
4339013722,音楽情報処理 = Music Information Processing 2 (メディアテクノロジーシリーズ),"後藤,真孝 北原,鉄朗 深山,覚 竹川,佳成 吉井,和佳",コロナ社,202309,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BD03805104
4320017382,これなら分かる応用数学教室 : 最小二乗法からウェーブレットまで,"金谷,健一,1947-",共立出版,200306,https://opac.dl.itc.u-tokyo.ac.jp/opac/opac_openurl?ncid=BA62447424
